customer_id,name,age,city,join_date,is_churn
63dec8dc-a9f3-4a78-8441-dc929f6b87ee,Dr. Kenneth Wang Jr.,24,Baileyshire,2024-02-15,1
4f5bf07d-2be2-4865-a730-daaeed3aa523,Crystal Lowery,68,West Rhondamouth,2024-08-02,0
ee98c5cb-1479-40e8-9818-673c1b418d45,Jamie Nguyen,70,Courtneyborough,2025-11-06,0
a1f511c5-f136-4c7d-ae8d-1088347074cf,Nancy Hanson,47,Ericafort,2024-11-15,0
1f904d92-bce6-4342-970d-0ddfc18d7049,Catherine Murphy,35,South Tonymouth,2025-10-14,0
90a84cd2-58b2-4a1c-b259-5ced6dedd803,Mark Anderson,28,Port Erin,2024-06-09,1
9e9ca0ac-e727-417a-ac57-eb1b85ff16ad,Jason Meyer,29,Martinmouth,2025-02-18,1
7bae3196-a07f-4ae1-b363-e17b6ceb5900,Linda Ward,65,Holtville,2024-06-06,1
1005cf4f-1c26-4454-a52a-15ca1274bc1a,Scott Fisher,39,North Joel,2024-04-22,0
138fa2bb-584f-4dd0-a1ee-fa6248087c2b,Matthew Fisher,45,North Toddbury,2024-10-17,0
975ce120-e008-41bf-af01-4ae75eec2a2c,Amy Owens,23,Lake Daniel,2024-05-19,0
5e9ead69-fe68-40ec-b227-e44f4f3a0622,Steven Craig,35,Melissaview,2025-09-07,0
5095906f-b787-45b4-b227-d55b38010c52,Laura Schneider,42,Erinhaven,2024-01-06,0
28d89eed-5908-4c98-ada2-e9d540d0fe43,Charles Watson,58,West Adamborough,2025-02-20,0
10379f88-9fa8-4a1e-a7c0-293ee7d3d1c1,Misty Goodwin,35,North Amanda,2025-01-05,0
c6a00bfe-06e8-467e-bfbb-4b974cebe911,Crystal Holland,37,Smithton,2024-09-03,1
9fb01902-bc9a-427f-a993-e50c32865497,Donna Bryant,61,Franklinburgh,2024-02-06,0
2625d1b5-814a-46f6-a38d-f5272c720ba3,Gail Freeman,24,South Saraside,2024-03-18,0
a07cf1b0-e58a-4908-9f6c-87c09c20ffb0,Debbie Lewis,19,Hopkinsmouth,2025-04-29,0
08eac357-53ee-4105-9009-c07953e9cb81,James Holden,19,Katherinemouth,2024-09-17,0
365fcd11-760d-46c6-9331-499da6914aaf,Eddie Burton,42,Lake Gary,2024-06-18,0
15cc2f71-7d33-48d5-88b1-76878a5d5ab4,Allen Young,58,Robertview,2025-11-02,0
03ccfaab-4129-4b99-ac2f-2806c00a5e51,Jason Hurley,46,Jamesstad,2025-07-26,0
67306488-f74d-4827-aa0e-6ccea98db013,Daniel Hubbard,26,Lake Alexander,2025-05-07,0
90df453a-229d-49cf-bc95-f5f1fe4674e8,Karla Torres,37,Solisview,2025-05-18,0
0259ea5e-80b2-4c05-b478-40b8e1fc75b3,Clinton Spencer,67,Lake John,2024-11-30,1
52d43cd2-d1e4-4796-b662-009215b17656,Jeremiah Stevenson,34,Rebeccaside,2025-09-06,0
88245a40-91a5-4c4c-afb3-d21b08befd0b,Alexa Harris,36,Port Kendra,2025-04-22,0
9ac0a1b5-c9d4-4e48-a17d-ed60e8215023,Tracy Santana,24,Rollinstown,2025-01-22,0
77b1900a-6af9-4bbf-843c-464021c7a0ca,Steven Carter,55,Rebeccafurt,2024-08-16,0
95233859-6fbc-428e-b97a-19d3e13ced0a,Lisa Bowers,30,Yoderhaven,2024-11-07,0
cb2f6ddb-66d6-48bc-bdf5-171d0c9ea945,Steven Johnson,20,Emilybury,2025-07-31,1
4166070a-7568-4591-9315-158e34d684c4,Kimberly Short,72,Johnsontown,2024-06-01,0
a8b3fa92-b6df-41b2-9e71-9e9ef5a818e4,Craig Khan,36,North Heatherhaven,2024-08-03,0
daa77ec2-dc9b-40a3-b8b3-3575ee939543,Julie Obrien,50,Port Thomashaven,2025-10-22,0
74b15da9-9190-46d7-b084-a83a9801c36f,James Gonzalez,75,Bradleyville,2025-10-18,0
75a9271c-85a7-498b-aa26-e7de326af750,Ryan Shepherd,70,Port Eric,2024-05-04,0
1450b0f5-d81a-4b49-8111-0db16d13feaf,Amy Miller,51,New Kathryn,2024-05-20,0
42d0cc7a-3c0a-4ce2-a501-f76d6c4b4cb1,Robert Sanchez,37,West Jack,2024-09-14,0
6e8fe836-0a07-4d3b-8cf1-eb97fbe6956f,Karen Guzman,28,West Christian,2024-02-12,0
e307931a-7c00-4e7d-84fb-e43bc805574b,Mark Ross,19,Port Derrickside,2025-09-14,0
a2057843-c7b0-4905-bc3f-0fb4d5316527,Samantha Lowe,38,Port Derek,2024-04-06,0
e8b01e8a-c57e-4550-ae05-035c2bc38c88,Denise Burns,64,East Emilyfort,2025-02-14,0
8b123df9-f3c0-4952-a269-01f377ddddcb,Jenna Wilson,67,Smithstad,2025-12-10,0
58c9d450-8b34-4fcf-9175-e669ddd7e776,Nicole Davis,75,Port Danielfurt,2024-01-24,1
d01371a9-b657-4f8a-8da5-494d3b819c38,Kimberly Brown,51,Johnborough,2024-11-11,0
f65687f7-7d7a-45b8-a113-bfc77d4ee30d,Marc Anderson,19,Ashleytown,2025-05-17,0
02928e00-48ce-4dc6-97b3-5da1caf9fd19,Megan Bowman,54,North Davidport,2024-05-28,0
2cacc1e8-dddb-42ab-808f-80310e752d4b,Michael Lawson,58,Port Vincentstad,2025-08-17,0
aa5afba1-7286-46da-9bf3-531a4fa2d99e,Brandon Davis,22,Huntbury,2025-11-17,1
c548b6cf-4258-45eb-afe3-418081694bc3,Savannah Cook,62,Jackmouth,2025-03-29,1
a1b6a524-77db-45ea-aeaa-2bdfacd5a180,Janet Hansen,70,North Amanda,2024-08-02,1
77114358-b8ab-4fed-9dc2-2f28e1ba0813,David Wilson,52,Watkinsview,2025-05-25,0
318297ae-f677-45b8-bcc5-c0273416fc24,Jay Hall,49,East Charles,2025-08-24,1
d3a363eb-1d08-41b4-8d44-8d1c7723eef6,Douglas Gomez,53,New Sheri,2024-06-28,0
33c09afe-a816-42c4-b66b-1e2ea015687c,Logan Phillips,43,Melissamouth,2024-08-20,0
a70468c5-5db3-4d4f-98e6-bd68a7933460,Madison Sullivan,53,Lake Elizabethton,2024-11-24,0
3d7dc6d8-3bf4-4322-9cf3-8db1c604cbca,Tina Rowland,22,West Michael,2024-05-30,0
f4b3afd5-84bb-4388-9af6-d2e42453982b,Erin Dillon,26,Phillipsside,2023-12-19,1
6499c39b-ccb7-4044-a7c0-c42708b49ee5,Billy Tucker,62,Carrstad,2025-12-04,0
59f101ad-bfe8-4c40-acd1-43bb1871c3c1,Anna Frost,50,West Markburgh,2024-01-17,0
8e14bb6d-34ff-45d1-9b97-476bc9785c93,Kylie Cooper,27,Sloanburgh,2025-04-29,0
ae4a3f3d-9756-4cdc-be40-6809293e2584,Kristina Coleman,36,West Cynthiashire,2025-08-02,0
9c3bf48a-7974-4a93-b8ae-f73e52903b00,Michael Becker,33,Edwardshire,2024-07-14,0
d55b8632-b195-40d9-b7cd-d467ffd36cfd,Sara Herring,23,West Juliaborough,2025-10-12,0
54bd1115-6641-4258-ad9f-45d2e6a5e312,Robert Gardner,38,East Paula,2024-04-20,0
f3f8e4aa-3ee6-4a1b-8337-dd04bf21c5a5,Joseph Foster,34,Brentshire,2025-08-15,0
b4a11811-594d-457d-9ded-b2cedff8eff6,Dana Conner,19,West Davidbury,2025-08-29,0
f9779705-5f13-4d70-8bc8-b89ce78eabd6,Sean Thomas,42,South Crystalside,2024-02-12,1
31068cff-c0c7-4a44-a331-1689bbc7f64f,Kevin Davis,40,Payneberg,2024-04-19,0
6d64081f-54ee-47b0-b5f5-b3207cb7e531,Omar Crawford DVM,62,South Kayla,2025-05-12,0
74416fef-b948-4aac-8795-5cddafc3df8b,Kimberly Herrera,47,New Erica,2024-09-15,0
21a1b586-786e-416d-8ebf-a115a4f6d491,Tony Manning,50,North Jacqueline,2025-08-14,0
b7cb1fb1-d52e-4b56-88cc-c650cb62c00c,Ryan Rios,31,Jaimeland,2025-10-07,0
3698a583-2583-4334-a662-92940085cae8,Melissa Woods,49,Lake Kevinfort,2024-07-14,0
fa04cc24-e421-4c2b-b5af-1bae7cebd7d9,Chloe Pearson,20,Lake Jessicaburgh,2025-10-05,0
bb0633d4-708e-44b1-b7c8-d250560eb809,Dominique Travis,73,South Kevinmouth,2025-01-20,0
9b8a87f7-fa38-4a51-88d1-d45e912f8f04,Erica Oconnor,46,North Glenfort,2025-09-20,0
288a0ae0-9c22-4a77-a281-ed367d64808a,Christopher Roberts,21,Knoxborough,2025-06-09,0
e4f16ad2-68b4-46cc-bdeb-b5b598c0b900,Jennifer Rowe,60,Lindaview,2024-11-22,0
fd0be94c-a5ed-4d0a-98e1-836e74e58684,Becky Reeves,69,New Amandaport,2024-01-01,0
ea1d817f-a927-4c35-b52f-59f7205f1b68,Christy Barnes,45,Diaztown,2025-09-15,0
168cdcaf-8a77-4802-9ec4-f1cf2fb81f66,Michael Wilson,58,South Marcus,2025-10-29,0
f692133b-7ecd-4dd5-ade5-0e1785611d64,Warren Moore,23,Lake Elizabethville,2024-10-18,1
f46a2428-36dd-4dc8-9466-88f5d9d4182d,Eric Edwards,56,Robinsonstad,2025-08-06,0
415c71bc-0503-4d98-90e6-ee39a63b5289,Keith Fernandez,21,Kimberlybury,2025-08-12,1
68cc8c35-d763-42f1-b1dd-ad7f7c8fec54,Susan Wilson,23,Levinehaven,2024-12-11,0
a893c978-19e0-4b69-953b-7e35fdee5f0f,Theresa Hall,44,East Kimberlychester,2024-10-17,0
5fa60bf9-fb08-4067-b798-e985853cfe3c,Ruben King,34,Bellburgh,2023-12-22,0
2289fae8-7e5d-4283-a096-f08e03daa651,Gabriella Melton,58,Danielsmouth,2024-01-27,0
246cd649-47e1-4551-8825-2428291f879e,Monica Becker,29,Alyssachester,2024-04-24,0
119449b0-7b1a-4bc4-98b7-3af5c6716902,Isaiah Mccann,64,Roweberg,2024-10-21,0
a2f78f44-8f0c-42c4-a09d-2fa220966640,Melinda Richardson,18,West Tammymouth,2025-05-18,0
2c6f20bc-1299-4e6b-ac08-8ffad77de21a,Matthew Freeman PhD,46,Jamesville,2025-12-11,0
a0df250a-fb87-42b0-8ef4-65e70af78195,April Hunt,36,Haydenshire,2024-01-27,0
4ef24c61-05da-449a-8b8b-27cf3a2a87a8,Julie Wolf,70,West Jonathan,2024-09-26,0
16e7afae-5187-422d-a088-6e4865647704,Bryan Adams,24,Lake Zachary,2024-12-28,0
9472d6f3-2955-4a3f-8cfb-cfdcb421eac1,Jennifer Knight,43,Susanborough,2024-05-25,0
6f4d54b0-99f1-4e4c-a39c-30bfc3b411b0,Joann Rodriguez,59,Ortegatown,2024-05-25,0
76761940-eada-496a-b555-ccdc0416a486,Diana Gomez,37,Parksbury,2024-07-25,1
83027c78-e02a-4f73-b69c-15b59b9da717,Sean Camacho,46,South Bradley,2025-07-01,0
8acee0f6-8b4a-4180-86c5-d688dc4bc153,Gene Jackson,32,Laurenside,2024-07-04,0
31dd92d2-53df-487d-8365-66e38f5c9ff1,Grace Armstrong,43,North Keithbury,2025-05-16,0
776dc0f3-f191-4c7e-a76c-579d8193fb8c,Elizabeth Hall,67,Bryantfort,2025-02-23,0
7881f319-a825-45ab-add4-e4d064304018,Megan Rodriguez,48,North Dale,2025-04-18,0
8ad328cf-827d-4468-a93b-485d964053ce,Diane Ritter,67,Tiffanyville,2025-09-09,0
ed487c1a-1d48-43ce-9fa5-bc55c0cd7aa2,Ryan Bailey,20,North Richardberg,2024-04-01,0
a82a4369-e263-429f-9f0c-2ce5082c5e6a,Nicholas Moore,72,Amyton,2024-11-03,1
e680b41b-a7d2-4c67-84d4-ce28fabf47e8,Lauren Ho,69,Lake Barbaraberg,2025-03-02,0
11a4b2b9-c3d5-45d5-b8df-81cf4386dae5,Pamela Roberson,44,Port Janiceview,2024-11-11,0
39bb21c4-1d12-4561-bc1e-9ea00317eff7,Julie Byrd,72,Mcgrathhaven,2024-01-10,0
96d29d0a-1673-4dd0-865a-db451eb8057d,Danielle Faulkner,29,South Priscilla,2025-03-21,1
2b06bb94-24c6-473d-b1c4-81071c8e090b,Kathleen Baldwin,28,Parkerfort,2024-10-24,1
fa9564bd-49ca-43f7-91fe-53eef2016c33,Angela Clark,34,Elizabethside,2025-10-15,0
a35d74b1-8f73-4bc1-b78b-a7bdff70c712,Kevin Williams,56,Davidview,2024-12-21,0
a4b5ffb1-f741-4bcc-9ff9-991be850b215,Theresa Murphy,45,Robertoland,2024-11-24,0
da1c6db2-359e-4037-94c4-10e6e4f8c275,Emma Brock,71,Lake Cindyton,2024-02-14,0
75b0ff8e-c13d-4f15-be52-1d9b320433f0,Jacqueline Lopez,31,South Jilltown,2024-12-10,0
3c1b1831-028c-4efc-99bb-84620dec3bc1,Taylor Walls,38,Hardingport,2024-10-25,1
bda3e429-8fb4-40da-abed-f31a52c6dcc9,Alexander Copeland,57,South Jenniferburgh,2025-07-13,1
0de7abec-a139-42ed-a0f6-66386c0327ac,Jeffrey Anderson,54,Lake Daniel,2024-08-11,0
4b44b70a-59d0-4a81-bcee-3f314e3f798e,William Moore,44,Matthewberg,2025-02-22,0
2094820f-dea2-4a22-aa33-88013e0ceda2,Kelli Warner,70,Carpenterton,2025-03-17,0
9fe08f4d-95fd-47f0-bd88-1d2abee7c20c,David Vega,45,Tiffanyborough,2024-03-19,0
16fcaf53-112a-49dc-884b-647861169a11,Austin Torres,64,Lake Rachel,2025-01-25,1
2737a7e0-2951-49d5-a328-293b636bf0b4,Susan White DDS,34,Jenkinsville,2025-10-06,0
897aec43-0b59-4fb0-980b-478af3568cc5,Felicia Burke,56,Jamesborough,2024-10-07,0
f7f5d186-9df7-43d2-a285-ad58c092b9a1,Michele Wilson,60,West John,2024-07-14,0
fc0d7bd9-571b-496e-8424-cc655b6c90c3,Edward Hampton,29,West Pamela,2025-06-23,0
9576f85b-d252-4f61-91ea-211dde1a1695,Christopher Jones,54,Cheryltown,2024-05-14,0
2bb3db27-1586-4f52-b2bf-38489e214ee4,Kelly Franklin,46,New Markfort,2024-02-06,0
f5565315-8498-4517-b6f7-ee7d08846732,Heidi Cruz,63,South Dennis,2025-06-08,0
49b4a02b-6a52-4a08-b201-1218f17181d4,Richard Finley,44,North Stacyhaven,2025-09-30,0
da1530aa-892f-40f0-9944-9f0fbff29d9e,Karen Howard,50,Hallview,2024-05-12,0
15712774-c0c5-4a8b-abaf-a438beef33aa,Margaret Smith,25,Mccartyton,2025-04-23,0
9dc39733-28d1-49af-82c7-eb774f5ff5ef,Laurie Howard,34,Mistymouth,2024-06-20,0
cdf89d3c-927e-46e5-8ef2-583c45b5eb3a,Stephanie Turner,32,West Megan,2025-11-15,0
e9c40bd0-9f28-4947-a57d-bc6842b53687,Robert Robinson,37,Langberg,2024-02-16,0
537f7b41-3873-47e5-9459-facc6015f885,Brian French,54,Victorialand,2024-04-11,0
20602d2f-73ca-4416-80d9-2301c508f996,Roger Deleon,46,Davilaborough,2024-01-12,0
f8d19c97-61c1-4b50-9bac-03326f1a3dd0,Wendy Gallegos,42,New Jody,2025-06-20,1
99a389ee-516c-426c-b47c-db1c62ad76b1,Jessica White,40,New Kylietown,2025-11-17,0
c51777e7-0b21-43fc-ad80-c9e6b2d8d32e,Melinda Ferguson,22,Port Gailport,2025-10-17,0
f18a26c9-e15a-4080-a282-ae9ec41f13d9,Matthew Blackwell,47,Kellystad,2025-03-05,1
b496c612-dc19-4b73-907c-fbbd12f1cf86,Victoria Johnston,59,South Tammiefort,2024-09-27,0
